domain,prompt_id,source_type,model_name,model_id,text,n_words,valid_length,seed,temperature,top_p,human_dataset
review,,human,human,human,"Booked the penthouse for a night on the town, in the town. Upon arrival, we were promptly greeted by plenty of construction for the new Knight's ballpark, making getting there a challenge. Once we found our way to the entrance, the clerk at the desk decided that the phone call - possibly a personal call, possibly a take-out order - was much more important than our business. Regardless, we eventually made our way to the room, and it was nice in appearance. Not over-the-top or anything, but nice for a Residence Inn, and nice for our night out.\n\nUnfortunately, the thermostat is the \""hotter and colder\"" variety - not much different than the kind that used to be mounted under the window, it's just now on the wall. Is it really that much more to have the kind you set an actual temperature? It means that throughout the night, it gets way too hot, or way too cold, and makes for an uncomfortable night.\n\nThere are two televisions - one in the living area and one in the bedroom. The one in the living area works with the lineup card, while the one in the bedroom has the digital assignments, such as 76-0010 and whatnot, meaning you can't find anything (including HBO), so if you want to actually watch a show, you'll probably end up watching on the hard-as-a-rock sleeper sofa in the living area.\n\nIf you have to flush the toilet (and many people prefer this option), you lose all water in the bathroom. Not most, or even a particular temperature. It's gone. Not forever, so don't be completely alarmed. But for a few seconds, water completely stops. Not sure if this is unique to this room, or to the 11th floor, but it is a bit odd.\n\nThe hot breakfast is, well hot, but the offering wasn't the greatest. In fact, some other quick-serve, business-style hotels offer a better service and they are only deemed \""continental\"". If you go to an Embassy Suites, with their made-to-order breakfasts, it's much, much better.\n\nAll-in-all, we had a passable night, but I'm not sure if I'd stay again.",352,True,,,,Yelp/yelp_review_full
review,,human,human,human,"I am reading through these reviews and wonder if we went to a different Lidia's Pittsburgh, because on our romantic Valentine's Day the Olive Garden would have been more fresh and authentic (p.s. it's neither of those things). My husband and I loved her cooking show and figured that her restaurant would be something we would like to try, boy were we way off. Maybe it was our fault for choosing a holiday but it was their fault for cutting corners, in the worst way possible, FLASH FROZEN FOODS! They had a fixed menu with some options, but we already knew we were going to be charged $48 per person, which was pretty pricey, but maybe it was worth it, well it wasn't. First course was a fried ball that apparently had lobster in it, all you could taste is how much work the fryer had put in for the day, and it was a lot. Second course, couldn't wait, Caesar salad and a dish with shrimp and spaghetti squash, salad was ok, the shrimp you couldn't taste because they were the little frozen ones that are cute when breaded but when they aren't they just look sad, as if they had never been in the sea (which I am banking these hadn't). Then finally main entr\u00e9e, we held out hope thinking we there could still be a chance, again the price was $48 PER PERSON! My husband had gotten the tuna, JOKE, this made me maddest of all, it was pescado without the pescado part. We could have dealt with a small piece of FRESH tuna, but seeing as how this was an average piece of flash frozen crap with the grill marks already on it, thank goodness those poor chefs didn't have to actually grill a piece of fish. My pasta trio dish was ok, nothing about it screamed high and or fresh quality foods. The worst part was that the service was excellent other than he could see on our faces we wanted nothing to do with the food, so he never asked how it was, but he was fantastic. So after the frozen crappy desert or finger food, that was horrid, we got our bill all said and done with a glass of wine, cappuccino, tax and tip, we paid $150.00!",385,True,,,,Yelp/yelp_review_full
review,,human,human,human,"I've always been pleasantly surprised with the food I've gotten at Rock Bottom. I say \""surprised' because with any restaurant that falls into the slippery territory of a \""chain\"", you expect to find your fair share of culinary duds. But I've really had a lot of good meals at Rock Bottom. Now, granted, you do owe it to yourself when ordering to not forget where you are (a \""bar-straunt\"" if you will), and don't get anything above and beyond this place's call of duty. For instance, I will never be ordering the ahi tuna. I'll leave that to my favorite sushi bars and restaurants a bit closer to the water (the Mon doesn't count.....).\n\nBut besides that, I always really enjoy my meal choices. I've recently gotten the chicken avocado sandwich. Chicken was grilled perfectly, plenty of avocado, and it was a good sized sandwich without being excessive. I've also ordered the Margherita pizza, which could definitely be split between two people. It's an eight cut that comes to you on a big wooden pizza paddle. The pizza was really great. The crust was crispy, it had a good balance of cheese and tomatoes, and the basil pesto was fresh and tasty. And not greasy whatsoever - BIG bonus points there. But my biggest surprise as of late was when I ordered their chicken flautas. I'm a HUGE Mexican food fan and always hesitate to order Mexican outside of a Mexican restaurant for fear of being disappointed. But I had an insatiable craving one night and decided to go for it. It was DELICIOUS. The flautas are deep fried which gives you an amazing crunch, and they still managed to not dry out the inner ingredients. The accompanying rice was nice and moist as well. I was so happy!\n\nI've always been quite happy with the service there as well. I go on Thursday evenings for trivia, and nine times out of ten the service is really spot on. The ladies servicing the bar area are friendly and attentive. Only once or twice, to my memory, has my service been sub-par, and that can usually be chalked up to an extremely packed Trivia Night with only two visible servers helping 50+ people.\n\nI definitely give Rock Bottom two thumbs up for taking your typical chain-found food and making it fresh, yummy, and worth coming back for more.",394,True,,,,Yelp/yelp_review_full
review,,human,human,human,"I had a totally mixed experience with Bernie's, which may explain the other reviews. \n\nI have a DSLR that I got from my father - it had never been cleaned or adjusted. It had been having some trouble with the battery, so I took it to the only place in Pittsburgh (apparently) that will help with this. A dark-haired guy greeted me as I walked in and treated me like a total noob, and his demeanor made me feel like the dirt under his shoes. However, he did give me good information and service about my camera when prompted by another man in the shop (who I might assume is Bernie). \n\nThey told me they could send it to the manufacturer where they'd clean it for a couple hundred bucks, but instead they cleaned out the sensors and the lens right there at the counter and checked the contacts between the lens and the camera. The dark-haired guy showed me through a magnifying glass what I was looking at, and explained that some spots I saw in the viewfinder were inside the top of the camera and wouldn't appear on the pictures. The other guy (Bernie?) explained to me some of the functions of the camera -- I knew these already, but it was nice to hear them explained and he showed me a few examples. They advised me to get a UV filter to protect my lens, which I knew was overpriced but I happily bought anyway to pay for their service. \n\nSo I think the kind of experience you get depends entirely on the person you run into. I can see how someone would be put off by the dark haired guy I ran into first, and how someone would absolutely love the service from the other guy. All in all I'm pleased with my encounter with this shop, but I probably won't buy anything from there considering how overpriced it was -- however, if something goes wrong or I need any service, I'll definitely go back.",339,True,,,,Yelp/yelp_review_full
review,,human,human,human,"I ate here this past Friday evening with my girlfriend and two other dining companions. I had made 7 PM reservations for us and we arrived shortly before that to a table that was ready for us. The inside of the restaurant is actually much tinier than I had expected with as many people crammed in as possible. It probably was helped that the night we were there, there was a party of 10+ next to us. They would also order just before us understandably leading to some slower service times for us which I would guess is not the norm. Other than it being crowded there was not much else in the dining room to look, just some table and chairs as well as some pictures on the walls.\n\nFor dinner my girlfriend and I decided to start of the evening with the polenta to share. It came out cut into pieces and served with some sweet sausage and a pesto drizzle. I thought that the sweet sausage was the best part of it with the polenta being ok while my girlfriend really enjoyed the polenta. For our dinner entrees I ordered the Penne Vodka which came with a tomato basil cream sauce and prosciutto while my girlfriend went with the Penne Parma that had some artichoke hearts, roasted red peppers, olives and sweet sausage in a garlic wine sauce. Both pastas also came with salads before the meal and both my girlfriend and I ordered the house balsamic dressing. The salads came topped with many different things and I thought that they were pretty good salads for being included in the meal. The Penne Vodka that I ordered ended up being really good! It was delivered when still at a fairly hot temperature and I really enjoyed the sauce. It's only peculiar item was that the prosciutto was almost off to the side and not in the pasta which I found to be odd but I still enjoyed it. Even though I really enjoyed my pasta, I actually thought that my girlfriends meal tasted better. The garlic wine sauce on hers was awesome and made each bite of her entr\u00e9e that I had a treat.\n\nThe bottom line for me is that I would definitely head back here again.",379,True,,,,Yelp/yelp_review_full
review,,human,human,human,"I love to try new places when traveling and my wife was interested in something \""mild.\""\nFrom their menu on the web it looked like Mahoney's Restaurant had a good selection of American favorites.\n\nThe restaurant was close to our hotel so we walked over and go there about 5:30 pm on a Thursday. It is a bar with larger dinning room, we were seated in a private booth, which was nice because they had a curtain between the booths so it was a nice secluded place to enjoy a meal... I just wish I had enjoyed the meal.\n\nMy wife and I were the only people in the bar/restaurant. We were waited on immediately and our service was good.\n\nWhile the web site is nice, their menu in the restaurant's printed menu was almost impossible to read. I do not know know who picked the font but the number one rule when picking a font is to make it legible. I liked the fact they had descriptions with each menu item but trying to comprehend the message while reading \""through\"" the font was not fun.\n\nMy wife picked the cheese burger and fries. I picked the fish sandwich and sweat potato fries but then changed to plan fries when I learn they put sugar on the sweet potato fries, it was nice of the server to let me know this information.\n\nFood came out quickly. The fries were home-style with skins on and they tasted just like my homemade fries, greasy and soggy. I love fires but I did not finish mine.\n\nMy wifes burger was cooked well done as she liked them and she was afraid it would be dry but it was not she liked it and she liked the crispy toasted bun.\n\nMy fish sandwich was in one word \""yuk.\"" I have never seen fish that thin. It came with a tiny drop of tarter sauce in a plastic container, I asked for more when the sandwich was served and got one more drop of sauce, which might have been enough if the fish had not been so over-cooked that parts of it could not be chewed and swallowed.\n\nI had to keep picking out hard, long stands of fish from my mouth as I tried to eat the fish. There was one long piece of fish and one about 1/2 the length of the other, the perfect amount of fish.",396,True,,,,Yelp/yelp_review_full
story,,human,human,human,"Every person, in the free world at least spends, on average, a little over four years of their life in a car. While that is n't a lifetime, it's still a considerable amount of time if one thinks about it. With the amount of time waiting in traffic on the highways and streets of America four years feels like a lifetime. Hell, that thirty seconds waiting behind the asshole who has n't realized the light is green because responding to the text on is phone is a matter of life and death might as well be an eternity. It is n't life that's the Highway, it's the Highway that is life. Just like how people live their lives these days, everyone is in far too much of a rush to pay attention to what's passing them by, even if it costs them. My parents loved to travel when I was a kid, taking the entire family out on long cross-country road trips. Sometimes my brother and I forgot that we even had a home to go back to in the first place. The road was our home. Because of this I developed a knack for spotting all sorts of things. One time on a trip to Yellowstone I was able to count the license plates of forty-nine states. My brother found only ten, neither of us could find Rhode Island. I was the best at the Alphabet Game though. Despite my brother's constant protests that I was a liar, I had a knack for being able to spot any letter even before I could `` see it.'' I guess you could call it a superpower of mine. My dad loved using my `` superpower'' for spotting police cars and speed traps, which saved our family thousands in tickets. That was nearly five lifetimes ago, and my wife and I are expecting our second child, a girl. I ca n't wait until both are old enough to play the games I did. While I wait for that, I just spend my time driving to and from work, never the same route twice except for the one major highway. To get anywhere throughout the city you have to drive on the highway which means running into traffic, which means getting angry, which means getting impatient, which means speeding while weaving in and out of traffic.",393,True,,,,euclaise/writingprompts
story,,human,human,human,"`` I think we should be heroes.'' Luke took a bite into his apple, acting like he did n't care as he leaned on the half finished construction site. In truth, he stayed up all night thinking of how to convince his friends to be the good guys. `` The heroes always win in the movies.'' Stan shook his head. `` That's just some movie bullshit. That ai n't real life man. Besides, even if it was, that just means we'd be more badass for winning the town.'' `` Villains are proactive.'' Robby adjusted his glasses and looked up from his book. `` Heroes are reactive.'' `` Fuck does that mean?'' Stan asked. `` You may have to dumb it down for us, oh great one.'' Robby blew out a heavy breath through his nose and pushed his glasses higher again. `` It means villains do stuff. Heroes do n't do anything unless they have a villain to stop. So we ca n't even be heroes unless the town has villains.'' Stan nodded along with Robby's words. `` Yeah, yeah, makes sense.'' Luke hid a scowl. He did n't expect Robby to side with Stan. He usually sided with logic or reason. Maybe being villains was the logical thing. `` Plus,'' Robby said, `` neither one will be fun without the other. What's a villain without a hero, and what's a hero without a villain?'' `` So, what are you gon na be?'' Stan asked. `` Neither. I do n't wan na play.'' Luke kept in his relief. If they had to make a villain, he did n't want to play either. `` What are you doing!'' Luke jumped up, dropping his apple, but not in time to stop Stan from hitting Robby with a cement block. Robby hunched over a bit, blood pouring from his unmoving head. `` Now I'm the villain. You're the hero. You have to stop me before I do it again!'' Stan smiled in joy and ran off, leaving Luke with his dead friend.",339,True,,,,euclaise/writingprompts
story,,human,human,human,"Mate-spawn? Yes, mate-spawn? Are you aware of the present star sequence? Yes, mate-spawn. I know exactly the present star sequence. Why do you ask such a rudimentary question? I will create additional context. Are you aware of the present star sequence, in relation to the thirdly ordered planet in the quarantined system known colloquially as `` Shit Creek''? Shit Creek number three? I... no, mate-spawn. I do not presently know... It is October 31st. .... Did you hear me, matesp... October 31st? It is presently October 31st? Yes, mate-spawn. WHY ARE WE PRESENTLY ENGAGED IN UNNECESSARILY CIRCUITOUS CONVERSATIONS? IT IS OCTOBER 31ST! To the human falsehood depository! I will drive! I know a shortcut. _____ I would like to register a formal complaint about the use of the term `` shortcut''. We have arrived. The time for petty bickering is behind us. Let us discover this revolution's hottest human falsehoods. Only with the correct human falsehood will we blend seamlessly into their annual Satanic ritual and receive the choicest cuts of short-chain, soluble carbohydrates. I like PayDay bars the best. You would. Do you suppose rotting, gangrenous human sloucher is still in style this revolution? One suspects. Popular human falsehoods do not easily concede their position and disintegrate gracefully into oblivion. Ever do they shamble forward, like... some sort of rotting, gangrenous human sloucher. It comes full circle. What do you think of this one? '' Sexy Twitter feed''. That is a collection of words with no meaning. And this? This is merely an assortment of normal coverings molded for the bodies of designated egg-carriers. I do not see the falsehood. Perhaps the words? '' Cash me outside''? More gibberish. Perhaps there has been a global monoxide leak since last we visited. Where are the silken-shirted sea-thieves? The cyclops race? Surely that falsehood has dissolved into the cultural ether by now? Do not underestimate the tenacious grip with which these humans claw onto their musty, old falsehoods. There will be cycloptic sea-thieves about. Mark my words. We must choose soon. The yellow star has nearly set. Fine fine. You shall wear this black and yellow fuzzy dragon falsehood... That is a bumblebee. All winged earth creatures are descended of dragons. Everyone knows that. Why does it come with a lycra sling? That is for your lower genitals.",387,True,,,,euclaise/writingprompts
story,,human,human,human,"The room was silent. Tension traveled through the auditorium, dancing with the cigarette smoke that rose from the rows of workstations. John Crawford sat in the back of the auditorium behind the Flight Controller ’ s desk. Avoiding the watchful eyes, he grabbed a brush from desk drawer, and began cleaning out his pipe. Something's wrong. “ Why isn ’ t he saying anything, God damnit?! The procedure was suppose to start five minutes ago! ” John twisted the pipe around in his mouth, a habitual act of annoyance. “ He said he was grabbing a snack. Keep in mind sir, this is a long and demanding procedure. We want him to be as alert as possible. ” Flight Surgeons always put the safety of the astronaut over the mission objective, and John always felt that they were over-cautious. The astronaut was a veteran of the space program. That ’ s why he was picked for this mission. Surely someone like Butler can execute this mission without being babied. An hour earlier, Mission Control had been quite a bit louder. John was on his way to winning a hundred dollars from his longtime friend and colleague Bruce Thompson, the Flight Surgeon on duty. John had always been a fan of the Packers, admiring the leadership of Vince Lombardi that he tried to emulate at Mission Control. John was annoyed to learn that the procedure would happen during the Super Bowl, and had requested the game be projected onto the large screen in the front of the auditorium. “ I ’ ll tell ya, Bruce, Bart Starr has a fire under his ass tonight, and believe me, I ’ m as surprised as you are. ” Unlike his admiration for Lombardi, John was not a fan of Starr, mostly because Starr consistently beat his alma mater while at Alabama. “ I don ’ t know, Crawford, I ’ ve got a good feeling about the Chiefs Tonight. ” Bruce always had a feeling about something, and the smart money always bet against his feelings. John squinted across the hazy room to check the clock. The procedure was suppose to take place at 9:00 pm. Glancing back at the game, he figured he ’ d be a hundred dollars richer before it was time to get to work.",386,True,,,,euclaise/writingprompts
story,,human,human,human,"He took everything from me. They say revenge is a dish best served cold but I beg to differ. The fear in his eyes, his cold, sweaty hand on my arms. My hand pressed firmly against his throat. He struggled and squirmed but that was too easy. I released my grip, he was panting for air, gasping it for dear life. I never broke contact with his eyes. I saw fear and he saw death. The fire rising in me. I would hurt him like he hurt me. I dug my thumb deep into his eye socket. I felt the squish and pops as I dug deeper. His shrieks echoed through the warehouse. Screams no one would here except me. Screams that would haunt me for the rest of my life. Constantly reminding me what I have done but I was oddly okay about it. I was knuckle deep in his eye when I pulled out. The blood spraying at me. A pool of crimson formed around us. His ungodly scream startled me for a second. Now it was time to end this. I reached for my coat and pulled out a small picture. He knew exactly who they were. He was responsible for their death. It's always the innocents that get killed. The intoxicated drivers always survive. But not always, for today I am death. And I am here for him. My hands wrapped around his throat for one last time. I could feel the life slipping from him. He did n't struggle. He laid limp staring at me. Begging for mercy, he almost looked sorry. But that was to late. My family may of looked sorry and look where they are now. I have become judge, jury, and executioner. His body fell imp on the ground. His life drained. I stood there looking at what I have done. A calming feeling overcame me. I felt relieved. I turned away and walked back towards my car, ready to redo my life once again.",334,True,,,,euclaise/writingprompts
story,,human,human,human,"The world here passes me by. Times come and go, but this room never changes. The radio never changes. The recliner I sit in has been here forever and it will be here forever. Time passes here, but it never stays. They call me Lucifer to spite me. They mock me, ignoring my existence as I sit here watching out the window of the damned. They mock me in my own personal hell. Lucifer, the real one, was an old man when I had come. He took to me kindly and I would visit him often after I had died. It was a nice respite from the back-breaking work outside. We would listen to his radio and he would tell me of his life, his faded hopes and dreams. He was a nice man, Lucifer. But he was the Devil. The day he had planned carefully. I walked in and the shades were drawn over the window. A red glow burned through the shades and our shadows were long, undefined. We had tea and he played the music of the angels on the radio. I remember thinking how beautiful it was, hating myself every second for being here and not being up there with them. But Lucifer did not pay attention. He was old and prone to babbling. He babbled plenty that day and he cried often. He cried when he spoke of the early days of Creation. He cried for his youth. I listened as best as I could, but I was n't really paying attention. I listened to the radio, trying to absorb every note instead. And so I had taken the bait. I made the tea, not looking at what I was doing. I focused only on the music and vaguely on Lucifer's words. I poured the tea that would kill the Devil. I saw him sip it and I remember his smile, a subtle thing that broke the spell of the music. `` You're a good boy,'' he said. `` You really do n't belong here.'' And he laughed his old man laugh. I think he had wanted to die for a long time. I do n't know why I was the one he chose, but that was how the dice rolled. They found me and I saw the angels first hand. They were mighty beings, more majestic than their song had let on.",398,True,,,,euclaise/writingprompts
story,,human,human,human,"The Prince and the princess There once was a prince who loved a princess. But it was not to be, because this princess was already betrothed to another. But this prince could see that this princess was not truly happy. She was married to a dragon and her and that dragon were able to sire two children together. But as you know, the offspring of a dragon and a human is a demon. Now most people think demons are these horned creatures that go around creating misdeeds and causing havoc but that's not what demons do. Demons look just like any other person except they enjoy suffering. You see, unlike a regular person, demons love to see human beings suffer. I guess, that just makes sense given that so few demons are spawned by acts of love. Maybe demons are n't inherently bad. they're just nurtured that way. Regardless, the prince saw this and he wanted to do something about it. What I have n't mentioned before is that this prince was actually also a knight. Hed also slain many demons but never a dragon. Demons are relatively easy to vanquish, but a dragon is a great accomplishment. The kind of accomplishment that so few knights are capable of doing but he was, because he was one of the greatest knights in the land. The princess used to pretend she was happy. But the prince could see how unhappy she really was. When he would watch from the window, when she was all alone, away from the demons and the dragon, he could see her true sadness. The sadness that only the brave and handsome prince, the strong knight, would ever be able to chase away. So one day, the prince entered where the dragon and demons lived. He was armed with a crossbow and an axe. Most knights would have used a sword but this particular night was fond of using axes because it's only with an axe that a true warrior attains a higher state of being. As he entered the door to the castle, he saw the dragon, the demons and the princess all eating dinner. The princess, of course, was pretending to be happy but the knight nnew better. Away the bolt flew from his crossbow and into the heart of the dragon,.",387,True,,,,euclaise/writingprompts
story,,human,human,human,"I had n't slept in over two days. It felt like my body was turning on me, I lay on my straw mattress at night and attempted to sleep only to gasp for air and have a coughing fit. The physician was traveling to the village due to the large rise in people getting sick. No one really knew how close the doctor was or if he might have a way to help the sickly but everyone held onto that hope. Everyone but me that is. My father and his father before him had both been farmers. I was raised to be a farmer as well, there never was much say in the matter it was simply tradition. When I eventually had a son of mine own he would be raised to be a farmer and the cycle would continue. It had started when the farm hands had started to get sick. Running high fevers some still attempted to attend to the fields until the black lumps began appearing. I'm only one man, I ca n't possibly care for an entire farm by myself, however I still attempted to do some work. Soon enough I began to feel a hotness on my forehead and it increased in heat as time passed. I dragged myself out of my bed and out the door of my cottage, my entire body ached and begged me to get back in bed, I ignored it and greeted the sunlight. The sunlight soon proved to be far to intense and I needed to shield my eyes, they burned and my eyes began to water. I limped behind the house to take a piss only to be surprised with the sight of blood in my urine. I collapsed against the wall and slowly slid down onto the ground. My eyes welled up and a few tears escaped silently. `` What did I do to deserve this Lord? How have I sinned so extremely that you must punish me in this way?'' The words came out of my mouth with a croak as my throat was soar from all the coughing. The sound of hoof beats upon the road distracted me from my misery. I craned my neck to see a horse drawn carriage moving closer. I closed my eyes and waited in hope that it was the physician.",391,True,,,,euclaise/writingprompts
story,,human,human,human,"Day 24: I'm still weirded out by the silence. Power still functions. Electricity still works. I have an abundance of everything. Everything, that is, except people. How long will I survive with all the food and water stockpiled for a civilization of 7 billion people all to myself? What's really ~~fucking~~ freaky is the lack of animals. No birds, no cats, no rats, no bugs, no cockroaches. Shit, no bees. No pollen. No fertilization. Well, that ’ s fucking depressing. Fuck it. Fuck. Fuck. Fuck. No courtesies. No PC language. I ’ ve got to train myself to keep a better journal. That ’ s all I got for now. Still day 24: Time doesn ’ t have meaning. I ’ m still in Philly. Empty streets. Empty shells. I walked into the Liberty Bell Center and took a hammer to the damn crack until the bell split wide. No one to stop me. If this is the fucking Rapture, am I the only sinner on earth? That ’ s way too funny. Day 25: I ’ m booked into the Ty Warner Penthouse at the Four Seasons in New York. Forty five thousand dollars a night with a personal butler, floor-to-ceiling windows, calfskin leather walls, and a grand piano. Too bad I can ’ t play. Where ’ s my personal butler? Such a rip. That ’ s what I get for checking myself in. They can charge my credit card if they ever return, the bastards. I drove up in one day. If this was the Rapture, then I ’ d expect cars abandoned on the highways, but nothing. Nuthin. Nada. Nix. Zilch. I ’ ve got all the time in the world. Crap. Sweet meats. Chicken dung. Apocrypha. Okay, writing is tiring. Why bother? No one will fucking read this. I might as well post it on reddit. Then I ’ m sure no one will read it when I never get a single up vote. Hell, never did in the past, so why should the lack of humanity matter. I think I left the car unlocked with the keys in it. I think I wrote a sign saying “ Steal Me ” and stuck it in the windshield. How many people want their cars stolen in New York? One. How many people does it take to change a lightbulb? One. Why?",395,True,,,,euclaise/writingprompts
story,,human,human,human,"Morticia Tenebrarum ( so named in her ceremony of acceptance to the Temple of the Dead ) stood in a cold, dark hall, staring at the figures before her. As the mist whirled around her, she shivered, left unprotected even under her thick black woolen robes. She stilled her chattering jaw, pulled back her hood, and spoke in a commanding tone: `` Turn away! Within these halls lie mysteries too terrible to contemplate! Regardless of what you seek, O invaders, you shall not find it between these walls!'' She stood there, hoping the adventurers would get the message and leave, but her luck did n't hold. The pallid man in robes similar to hers raised his hands and sparked two orbs of white-hot flame, while the solidly built woman next to him drew a sword that must have been no more than a foot shorter than Morticia herself. In the same instant, the slim black man at the back of the group notched an arrow, and stood with it pointed directly at her heart. Morticia smiled, despite the fear boiling inside her. She could n't yet summon any more than five skeletons, but hopefully that would be enough to cover her escape while she alerted another more powerful necromancer. She glanced down at the words marked on her arm -- she had n't yet memorized her incantations, something her mentors often chided her over -- and began to speak. She spoke quickly, hoping to avoid a painful death by the archer's arrow, and noticed mid-spell that he had fired. Panicked, she spoke faster, and in her haste tripped over the last word. She closed her eyes, expecting to feel the arrow in her chest. She did n't. Morticia opened her eyes cautiously. The arrow had simply disappeared. Out of thin air, a fountain of sand now issued between her and the adventurers. Before their eyes it shivered, and then coalesced into a figure. A tall, cloaked apparition stood there, holding carelessly in one hand a scythe. As it turned its head, Morticia saw into its hood. A skull lay beneath, dots like black flame dancing in its eyes. This was not supposed to happen. Alice Green, came a voice into Morticia's head, why have you summoned me?",377,True,,,,euclaise/writingprompts
story,,human,human,human,"Humans... I never would have thought that such a frail, stupid lot would come as far as they have. The higher gods must have a twisted sense of humor, allowing my kind to be trapped by these magically inhibited rats. Where I once saw small villages dotting grassy plains, I now see massive metallic cities the size of forests, that shine with strange lights. Like herds of cattle, I see them travelling in puny machines that zip around through the sky and scuttle across their streets. Their machines may be plenty, but they are frail. Their towers crumbled to rubble as I rose from beneath the cityscape. How long had I been asleep? It could n't have been more than 100,000 years since those rotten humans trapped me. Could they have come so far in such a short amount of time? `` Impressed?'' asks a puny voice from somewhere in front of me. There it is, floating in the air. It looks like a human but, I can sense something more. Something much more powerful. `` My kind ruled over this world for five billion years. Twelve million humans have fallen at my hand alone. Who are you to address me so lightly?'' I grant the human my council, out of curiosity, mostly. `` Hmm..'' It surveys the scene of fresh destruction that surrounds us, `` Make that fifteen million. you just leveled half of Seattle.'' `` Is that supposed to mean something to me, human?'' It retains its smug composure and lets out a hearty laugh, `` Hahaha! Maybe! Ever tasted plasma weaponry before, my friend?'' What nerve. `` friend?'' I mutter, as I notice a flock of flying machines heading my way. The human notices them too. It flies closer to me and speaks one word in Talitotian, an ancient tongue, the language of the gods. Suddenly, we're not in the human city anymore, but on a comet passing by the planet earth. How did the human manage to teleport me this far all on his own? Humans should n't have this kind of magic at their disposal. He senses my confusion. `` Yes, I did that all on my own. I am no ordinary human, Therguutain.'' Therguutain.. that sounds familiar. Ah yes, its what the name the humans gave me while I ruled over them. Those humans and their stupid names.",394,True,,,,euclaise/writingprompts
story,,human,human,human,"Everyone, is born with a spirit link. Whether it be an animal, a mythological creature or an Ancient Greek deity, everyone is born with a link. Well... almost everyone. The most common are animals. More specifically rabbits and dogs. No one knows why, but they are. The rarest anyone has seen is Zeus. He generally comes around once every generation. There have been many tests and research papers made about this subject, but no one can figure out how a spirit link is chosen, whether it ’ s a roll of dice, “ eeny meeny miny mo ” or something else, not a single person has even come close to a logical idea. Until me. I ’ m also the first person to be born without a spirit link. As far as the tests go at least. There are a few beings that no one has had a spirit link to so there aren ’ t any tests for them. Since I was born, I had the ability or disorder, whatever you want to call it, to remember everything. I ’ m also the first person to be born with this. Anyway, I have such a good memory that I can remember being in the womb... and trust me, it isn ’ t anything like what people tell you. There isn ’ t any sloshing around in liquid, attached to your mother ’ s body. Instead, as far as I can tell from the briefing they gave me that no one else seems to remember, you sit in front of a council consisting of every single possible spirit link known to man and not. Then from there, the council discuss what traits you will have, a lot like the “ Sims ” and then the spirit links that wish to link with you based on your traits step forward and the rest of the council vote for the best fit. From what I heard there are normally only two who step forward so it ’ s also a pretty straight forward vote. For me, only one link stepped forward so they were guaranteed a link with me. Father Sky. He was the only person on the council who had never had a link before so apparently it was a pretty big deal.",382,True,,,,euclaise/writingprompts
story,,human,human,human,"The car idled slowly. Haralt sat in the front seat, drumming his fingers on the steering wheel, watching the bank while a rifle lay across his armoured lap. He was tall, bulky in his dark plate, but insisted on the precaution. Old habits did n't die hard. Knights that came unprepared did. He glanced over to the passenger seat. Elena sat perfectly straight, green eyes calm and collected. She spoke into her phone softly, her delicate fingers wrapped tightly around the device. `` Thirty seconds.'' she said. `` By the time we're out, the bridge needs to stay down thirty seconds. Do n't be late. Do n't be early. Or else.'' Abruptly she tossed the phone out the window and turned to the backseat. Draccio slouched in the back, shoulders wide enough that he needed the whole seat. Muscled, imposing, his suit tight against his frame. His tail snaked lazily from side to side, matching his mood, and his golden eyes turned to Elena, tendrils of smoke curling around his mouth. `` That was unnecessary.'' Draccio chuckled. `` They know the price to pay if they fail.'' `` They do n't take me seriously.'' Elena said bitterly. `` They see a pair of breasts and a dress, and assume I need some stupid knight to do anything.'' She glanced at Haralt. `` No offense.'' `` None taken.'' Haralt grabbed his rifle. `` We on?'' Draccio sat forward, nodding and cracked his massive knuckles. The trio stepped out of the car and headed for the trunk. Elena popped it and retrieved a set of masks, each more grotesque than the first. Each placed the masks over their faces, before Draccio reached in further and retrieved a bag and massive sledgehammer. `` Let's do this.'' Draccio rumbled. The bank was opposite the car. Regal yet modern, an old building layered with glass and steel, massive oak doors leading into the sunlight. Draccio lead them to the entrance. He turned to his associates. `` Remember, no magic.''",334,True,,,,euclaise/writingprompts
story,,human,human,human,"`` Sir it seems that the opennents are not being wounded by any of our men'' said the private in a typical cool fashion. `` Impossible'' responded the general `` I was promised that we would win this battle with no resistance. Give me the details.'' `` Yes sir'' promptly replied the private `` Any bullets fired at the enemy simply pass through the enemy like no one was there'' `` Have there been any injuries at all?'' asked the general `` Reports came in earlier today that a singular civilian was killed by one of the bullets passing through an enemy soldier'' responded the private `` I've got it private find me that lamp found on the battlefield earlier'' commanded the general `` Sir yes sir'' responded the private It must be that double crossing genie. It must be he must have granted the same wish to the other general. I know what I can do. I can make a wish to end the battle in a way which we both win thought the general. `` Sir here the lamp you requested'' said the private handing the lamp to the general `` Thank you, return to battle private do not allow anyone to enter this tent until the battle is over'' commanded the general `` But sir the battle will never end'' responded the private `` You have your orders'' commanded the general The general promptly rubbed the lamp and the genie appeared `` You have two wishes remaining how may I help you?'' said the genie with a slight accent `` I wish to hear the last two wishes which you have granted'' said the general `` Both wishes were simply I wish to win the next battle'' responded the genie `` Okay'' said the general `` I wish for the battle to end'' `` Granted'' responded the genie Instanteously after the wish was made every indivual is returned to their home and the battle is considered to have been one by each general",336,True,,,,euclaise/writingprompts
